NAME,PRICE,CUISINE_CATEGORY,CITY,REGION,URL,PAGE NO,OUTLET_TYPE,TIMING,REVIEWS,RATING,VOTES
Alibaug Swad,400.0,"Seafood,Malwani",Mumbai,Alibaug,https://www.zomato.com/mumbai/alibaug-swad-alibaug-thane/info,809,Casual Dining,11am to 11pm(Mon-Sun),Average,3.1,4.0
The Food Kingdom,350.0,"Italian,Fast Food,Street Food,Sandwich",Mumbai,Kandivali,https://www.zomato.com/mumbai/the-food-kingdom-kandivali-west/info,809,Food Court,12noon to 11pm(Mon-Sun),Good,3.5,23.0
Comfort Curries,300.0,"North Indian,Italian",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/comfort-curries-cbd-belapur-navi-mumbai/info,809,Quick Bites,8am to 11pm(Mon-Sun),Good,3.6,31.0
Krispy Bites,400.0,"Rolls,Burger,Fast Food",Mumbai,Goregaon,https://www.zomato.com/mumbai/krispy-bites-1-goregaon-west/info,809,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.1,4.0
Solo,400.0,"North Indian,Indian",Mumbai,Kharghar,https://www.zomato.com/mumbai/solo-kharghar-navi-mumbai/info,809,Quick Bites,1130am to 1130pm(Mon-Sun),Good,3.6,31.0
I See Shawarma,200.0,Fast Food,Mumbai,Borivali,https://www.zomato.com/mumbai/i-see-shawarma-borivali-west/info,809,Quick Bites,4pm to 1130pm(Mon-Sun),Average,3.1,6.0
Jia The Oriental Kitchen,2500.0,"Asian,Chinese,Sushi",Mumbai,Colaba,https://www.zomato.com/mumbai/jia-the-oriental-kitchen-colaba/info,81,Fine Dining,"12noon to 330pm,7pm to 1130pm(Mon-Sun)",Very Good,4.4,1777.0
House of Mandarin,2100.0,"Chinese,Sushi,Asian",Mumbai,Bandra,https://www.zomato.com/mumbai/house-of-mandarin-hill-road-bandra-west/info,81,Casual Dining,"12noon to 4pm,7pm to 12midnight(Mon-Sun)",Excellent,4.5,722.0
Madras Diaries,700.0,"South Indian,Kerala",Mumbai,Bandra,https://www.zomato.com/mumbai/madras-diaries-linking-road-bandra-west/info,81,Quick Bites,8am to 1130pm(Mon-Sun),Very Good,4.2,1295.0
Le Pain Quotidien,2000.0,"European,French",Mumbai,Powai,https://www.zomato.com/mumbai/le-pain-quotidien-powai/info,81,Casual Dining,8am to 1130pm(Mon-Sun),Very Good,4.3,1341.0
Mad Over Donuts,400.0,"Desserts,Beverages",Mumbai,Powai,https://www.zomato.com/mumbai/mad-over-donuts-powai/info,81,Dessert Parlor,9am to 12midnight(Mon-Sun),Very Good,4.2,932.0
Cafe Trofima,800.0,"Cafe,Italian,Asian",Mumbai,Dadar,https://www.zomato.com/mumbai/cafe-trofima-dadar-shivaji-park/info,81,Café,"11am to 12midnight(Mon-Fri),8am to 12midnight...",Very Good,4.1,1462.0
Vrindavan,750.0,"South Indian,North Indian,Chinese,Fast Food,Mexican",Mumbai,Andheri,https://www.zomato.com/mumbai/vrindavan-azad-nagar/info,81,Casual Dining,730am to 1130pm(Mon-Sun),Very Good,4.1,1090.0
TBC - The Boat Club,1500.0,"Continental,North Indian,Chinese,Salad",Mumbai,Dahisar,https://www.zomato.com/mumbai/tbc-the-boat-club-dahisar-east/info,81,Casual Dining,11am to 1130pm(Mon-Sun),Very Good,4.2,2001.0
Zaffran,1400.0,"North Indian,Mughlai,Biryani,Seafood",Mumbai,Lower Parel,https://www.zomato.com/mumbai/zaffran-lower-parel/info,81,Casual Dining,12noon to 1130pm(Mon-Sun),Very Good,4.0,2358.0
Bruciato Food Factory,600.0,"American,Italian,Mexican",Mumbai,Airoli,https://www.zomato.com/mumbai/bruciato-food-factory-airoli-navi-mumbai/info,81,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.2,1701.0
The Goose & Gridiron,1400.0,"European,Continental,North Indian,Desserts",Mumbai,Fort,https://www.zomato.com/mumbai/the-goose-gridiron-fort/info,81,Casual Dining,12noon to 12midnight(Mon-Sun),Very Good,4.4,2660.0
10th Street Cafe,1300.0,"European,Mexican,Continental,American",Mumbai,Juhu,https://www.zomato.com/mumbai/10th-street-cafe-juhu/info,81,Casual Dining,12noon to 12midnight(Mon-Sun),Very Good,4.3,450.0
Khow Chow,1500.0,Asian,Mumbai,Bandra,https://www.zomato.com/mumbai/khow-chow-linking-road-bandra-west/info,81,Casual Dining,12noon to 1145pm(Mon-Sun),Excellent,4.6,369.0
Shahnaz NX,700.0,"North Indian,Chinese",Mumbai,Mahim,https://www.zomato.com/mumbai/shahnaz-nx-mahim/info,81,Quick Bites,8am to 1am(Mon-Sun),Good,3.6,46.0
AL Baek,400.0,Fast Food,Mumbai,Mira Road,https://www.zomato.com/mumbai/al-baek-1-mira-road/info,81,Quick Bites,12noon to 2am(Mon-Sun),Average,3.3,11.0
COOLERZ,150.0,"Desserts,Juices",Mumbai,Nerul,https://www.zomato.com/mumbai/coolerz-1-nerul-navi-mumbai/info,810,Dessert Parlor,11am to 9pm(Mon-Sun),Average,3.3,10.0
Taste King,200.0,Fast Food,Mumbai,Malad,https://www.zomato.com/mumbai/taste-king-malad-west/info,810,Quick Bites,"430pm to 11pm(Mon-Fri),430pm to 12midnight...",Average,3.3,11.0
PRADEEP FAST FOOD CORNER,600.0,"Chinese,North Indian",Mumbai,Kharghar,https://www.zomato.com/mumbai/pradeep-fast-food-corner-kharghar-navi-mumbai/info,810,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,13.0
Cheesy Crust Cafe,400.0,"Italian,American,Mexican",Mumbai,Alibaug,https://www.zomato.com/mumbai/cheesy-crust-cafe-2-alibaug-thane/info,810,Café,"11am to 2pm,4pm to 1030pm(Mon-Sun)",Average,3.2,7.0
The Flying Burger,200.0,"Fast Food,Burger",Mumbai,Kandivali,https://www.zomato.com/mumbai/the-flying-burger-kandivali-west/info,810,Quick Bites,3pm to 11pm(Mon-Sun),Average,3.1,4.0
Friends Corner,450.0,"Italian,Continental,Fast Food",Mumbai,Mulund,https://www.zomato.com/mumbai/friends-corner-1-mulund-east/info,811,Quick Bites,12noon to 1130pm(Mon-Sun),Average,3.1,5.0
Mumbai Fast Food,350.0,"Fast Food,North Indian,Chinese",Mumbai,Kurla,https://www.zomato.com/mumbai/mumbai-fast-food-kurla/info,811,Quick Bites,9am to 11pm(Mon-Sun),Average,3.1,6.0
The Lip Smacker,300.0,"North Indian,Chinese,Italian",Mumbai,Goregaon,https://www.zomato.com/mumbai/the-lip-smacker-goregaon-east/info,811,Quick Bites,"6pm to 11pm(Mon-Thu),6pm to 12midnight(Fri-Sun)",Good,3.5,22.0
Mister Beanz,150.0,"Burger,Pizza",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/mister-beanz-ghatkopar-east/info,812,Quick Bites,1030am to 1030pm(Mon-Sun),Average,3.2,6.0
New Popular Restaurant Pure Veg.,250.0,"South Indian,North Indian,Chinese,Fast Food",Mumbai,Grant Road,https://www.zomato.com/mumbai/new-popular-restaurant-pure-veg-grant-road/info,812,Quick Bites,7am to 11pm(Mon-Sun),Average,3.1,4.0
Sudha Hotel,200.0,"South Indian,Biryani",Mumbai,Sion,https://www.zomato.com/mumbai/sudha-hotel-kamothe-navi-mumbai/info,812,Quick Bites,6am to 11pm(Mon-Sun),Average,3.0,4.0
Gogos kitchen,250.0,"Chinese,Mughlai",Mumbai,Vile Parle,https://www.zomato.com/mumbai/gogos-kitchen-vile-parle-west/info,812,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.3,12.0
Creamy Creations,400.0,Bakery,Mumbai,Kalwa,https://www.zomato.com/mumbai/creamy-creations-1-kalwa-thane/info,812,Bakery,10am to 8pm(Mon-Sun),Good,3.5,18.0
The BBQ Express,250.0,"BBQ,Momos",Mumbai,Kurla,https://www.zomato.com/mumbai/the-bbq-express-kurla/info,812,Food Truck,5pm to 10pm(Mon-Sun),Average,3.0,4.0
Al Hatat Pizza House,250.0,"Pizza,Fast Food",Mumbai,Mumbra,https://www.zomato.com/mumbai/al-hatat-pizza-house-mumbra-thane/info,813,Casual Dining,11am to 12midnight(Mon-Sun),Average,3.2,5.0
Kailashpati Shiv Biryani & Tandoori Centre,300.0,"Charcoal Chicken,Malwani",Mumbai,Thane,https://www.zomato.com/mumbai/kailashpati-shiv-biryani-tandoori-centre-upvan-thane-west-thane/info,813,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.1,4.0
Wosti Food,400.0,"North Indian,Chinese",Mumbai,Chembur,https://www.zomato.com/mumbai/wosti-food-chembur/info,813,Casual Dining,7pm to 12midnight(Mon-Sun),Average,3.0,7.0
Hotel Woodland,350.0,"Kerala,South Indian",Mumbai,Kalyan,https://www.zomato.com/mumbai/hotel-woodland-kalyan-thane/info,813,Quick Bites,9am to 9pm(Mon-Sun),Average,3.4,12.0
Nawabs Kitchen,450.0,"North Indian,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/nawabs-kitchen-kalyan/info,813,Casual Dining,9am to 12midnight(Mon-Sun),Average,3.2,8.0
Dalchini Family Restaurant,700.0,"North Indian,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/dalchini-family-restaurant-kalyan/info,814,Casual Dining,1130am to 1130pm(Mon-Sun),Average,3.3,12.0
Devi Krupa,450.0,"Chinese,North Indian,Seafood",Mumbai,Kalyan,https://www.zomato.com/mumbai/devi-krupa-kalyan/info,814,Casual Dining,11am to 11pm(Mon-Sun),Average,3.0,4.0
Sizzling,350.0,"Chinese,Mughlai,North Indian",Mumbai,Nalasopara,https://www.zomato.com/mumbai/sizzling-nalasopara/info,814,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.0,35.0
Arun Pav Bhaji,350.0,"Street Food,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/arun-pav-bhaji-juhu/info,814,Quick Bites,10am to 12midnight(Mon-Sun),Average,2.9,5.0
Paagal Khana,350.0,"Bakery,Desserts",Mumbai,Malabar Hill,https://www.zomato.com/mumbai/paagal-khana-malabar-hill/info,814,Bakery,"Closed(Mon),10am to 6pm(Tue-Sun)",Average,3.0,5.0
Fruitnatic,250.0,"Beverages,Desserts",Mumbai,Mira Road,https://www.zomato.com/mumbai/fruitnatic-mira-road/info,814,Beverage Shop,930am to 11pm(Mon-Sun),Average,3.1,11.0
Pawan Multicuisine Restaurant,600.0,"North Indian,South Indian,Continental,Italian,Fast Food",Mumbai,Kharghar,https://www.zomato.com/mumbai/pawan-multicuisine-restaurant-kharghar-navi-mumbai/info,814,Quick Bites,"1130am to 330pm,615pm to 11pm(Mon-Sun)",Good,3.7,107.0
Babaji,450.0,Chinese,Mumbai,Virar,https://www.zomato.com/mumbai/babaji-virar/info,814,Casual Dining,"11am to 3pm,7pm to 1130pm(Mon-Sun)",Average,3.1,4.0
Anupam,150.0,Street Food,Mumbai,Marve,https://www.zomato.com/mumbai/anupam-marve/info,814,Quick Bites,7am to 9pm(Mon-Sun),Average,3.3,12.0
Top In Town,300.0,"North Indian,Mughlai,Chinese",Mumbai,Vashi,https://www.zomato.com/mumbai/top-in-town-vashi-navi-mumbai/info,815,Quick Bites,8am to 10pm(Mon-Sun),Average,3.1,5.0
Chinjab Express,500.0,"Chinese,North Indian",Mumbai,Thane,https://www.zomato.com/mumbai/chinjab-express-kasarvadavli-thane-west/info,815,Quick Bites,"12noon to 330pm,6pm to 11pm(Mon-Sun)",Average,3.3,67.0
Cake Addictions,400.0,Bakery,Mumbai,Worli,https://www.zomato.com/mumbai/cake-addictions-worli/info,815,Bakery,130pm to 12midnight(Mon-Sun),Average,3.3,17.0
Pure Punjabi,400.0,"Chinese,North Indian",Mumbai,Wadala,https://www.zomato.com/mumbai/pure-punjabi-wadala/info,815,Quick Bites,"1130am to 330pm,630pm to 1130pm(Mon-Sun)",Average,3.3,24.0
Indian Tadka,450.0,"Chinese,Indian",Mumbai,Thane,https://www.zomato.com/mumbai/indian-tadka-1-wagle-estate-thane-west/info,815,Quick Bites,11am to 12midnight(Mon-Sun),Average,2.9,25.0
Kumar Pure Veg Restaurant,500.0,"Fast Food,North Indian,South Indian",Mumbai,Borivali,https://www.zomato.com/mumbai/kumar-pure-veg-restaurant-borivali-west/info,815,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,29.0
Red Bread,400.0,Fast Food,Mumbai,Marol,https://www.zomato.com/mumbai/red-bread-marol/info,815,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.2,7.0
Matisse Cake Design Studio,300.0,Bakery,Mumbai,Vikhroli,https://www.zomato.com/mumbai/matisse-cake-design-studio-vikhroli/info,815,Bakery,10am to 8pm(Mon-Sun),Good,3.6,35.0
Chase D Hunger Restro,250.0,Fast Food,Mumbai,Andheri,https://www.zomato.com/mumbai/chase-d-hunger-restro-near-andheri-east-station/info,815,Quick Bites,8am to 1130pm(Mon-Sun),Average,3.1,4.0
Indian Masala,500.0,"Continental,Chinese,Italian,North Indian",Mumbai,Kalamboli,https://www.zomato.com/mumbai/indian-masala-kalamboli-navi-mumbai/info,815,Casual Dining,1pm to 12midnight(Mon-Sun),Good,3.8,49.0
Chocoholic,250.0,"Bakery,Desserts",Mumbai,Colaba,https://www.zomato.com/mumbai/chocoholic-colaba/info,815,Bakery,9am to 10pm(Mon-Sun),Average,3.3,14.0
Kings Fast Food Corner,400.0,"Fast Food,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/kings-fast-food-corner-kalyan/info,815,Quick Bites,830am to 1030pm(Mon-Sun),Average,3.2,6.0
Celebrations The Cake Shop,500.0,Desserts,Mumbai,Airoli,https://www.zomato.com/mumbai/celebrations-the-cake-shop-airoli-navi-mumbai/info,816,Quick Bites,"10am to 1145pm(Mon-Sat),11am to 1145pm(Sun)",Average,3.4,12.0
Tayade Icecream,200.0,"Ice Cream,Desserts",Mumbai,Kalyan,https://www.zomato.com/mumbai/tayade-icecream-kalyan/info,816,Dessert Parlor,9am to 1130pm(Mon-Sun),Average,3.3,9.0
Ashapura Dabeli & Samosa Corner,150.0,Fast Food,Mumbai,Kalyan,https://www.zomato.com/mumbai/ashapura-dabeli-samosa-corner-kalyan-thane/info,816,Quick Bites,4pm to 10pm(Mon-Sun),Average,3.1,4.0
Oriental Box,700.0,Asian,Mumbai,Powai,https://www.zomato.com/mumbai/oriental-box-powai/info,816,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,5.0
Shri Mat Misal House,350.0,"Maharashtrian,North Indian,South Indian",Mumbai,Navi Mumbai,https://www.zomato.com/mumbai/shri-mat-misal-house-kopar-khairane-navi-mumbai/info,816,Quick Bites,9am to 11pm(Mon-Sun),Average,2.9,12.0
Aaditya Fish,300.0,Seafood,Mumbai,Kharghar,https://www.zomato.com/mumbai/aaditya-fish-1-kharghar-navi-mumbai/info,816,Quick Bites,"1130am to 330pm,7pm to 1030pm(Mon-Sun)",Average,3.3,18.0
Batter Up Cookies & More,500.0,"Bakery,Desserts",Mumbai,Matunga,https://www.zomato.com/mumbai/batter-up-cookies-more-matunga-east/info,816,Bakery,10am to 10pm(Mon-Sun),Very Good,4.0,126.0
Varadvinayak Hotel,300.0,"Chinese,North Indian",Mumbai,Panvel,https://www.zomato.com/mumbai/varadvinayak-hotel-new-panvel-navi-mumbai/info,816,Casual Dining,12noon to 1130pm(Mon-Sun),Average,2.9,5.0
Pizza Hub,350.0,"Pizza,Burger",Mumbai,Airoli,https://www.zomato.com/mumbai/pizza-hub-airoli-navi-mumbai/info,816,Quick Bites,1130am to 11pm(Mon-Sun),Average,3.0,4.0
Hablo Mexicano,500.0,Mexican,Mumbai,Matunga,https://www.zomato.com/mumbai/hablo-mexicano-matunga-east/info,817,Quick Bites,"6pm to 11pm(Mon),11am to 11pm(Tue-Sun)",Average,3.0,11.0
Bakeips,900.0,Bakery,Mumbai,Cuffe Parade,https://www.zomato.com/mumbai/bakeips-cuffe-parade/info,817,Bakery,10am to 9pm(Mon-Sun),Average,3.2,8.0
Saby's D Kitchen,600.0,"Goan,Chinese",Mumbai,Andheri,https://www.zomato.com/mumbai/sabys-d-kitchen-andheri-lokhandwala/info,817,Casual Dining,"Closed(Mon),1230pm to 330pm,6pm to 12midnight...",Average,3.2,11.0
Eggz,300.0,Fast Food,Mumbai,Goregaon,https://www.zomato.com/mumbai/eggz-goregaon-east/info,817,Quick Bites,"1030am to 3pm,6pm to 10pm(Mon-Sun)",Average,3.0,4.0
Guavaz,250.0,Desserts,Mumbai,Thane,https://www.zomato.com/mumbai/guavaz-majiwada-thane-west/info,817,Dessert Parlor,"1246pm to 1116pm(Mon),1245pm to 1115pm(Tue-Sun)",Average,3.3,44.0
Bhagyaa Foods,300.0,Maharashtrian,Mumbai,Thane,https://www.zomato.com/mumbai/bhagyaa-foods-manpada-thane-west-thane/info,817,Quick Bites,10am to 10pm(Mon-Sun),Average,3.1,9.0
Shri Ganesh Bhuvan,350.0,"South Indian,North Indian,Chinese",Mumbai,Colaba,https://www.zomato.com/mumbai/shri-ganesh-bhuvan-colaba/info,817,Quick Bites,7am to 1130pm(Mon-Sun),Average,3.1,11.0
Aamantran Chinese Corner,550.0,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/aamantran-chinese-corner-mira-road/info,817,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.4,45.0
Cafe Empire,248.0,Fast Food,Mumbai,Matunga,https://www.zomato.com/mumbai/cafe-empire-matunga-east/info,817,Quick Bites,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Average,3.0,4.0
Aparna,400.0,"North Indian,Chinese",Mumbai,Dombivali,https://www.zomato.com/mumbai/aparna-dombivali-east-thane/info,817,Quick Bites,1130am to 1130pm(Mon-Sun),Good,3.5,18.0
Food Sootra,300.0,North Indian,Mumbai,Goregaon,https://www.zomato.com/mumbai/food-sootra-goregaon-east/info,817,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,24.0
Shiv Vilas,400.0,North Indian,Mumbai,Vikhroli,https://www.zomato.com/mumbai/shiv-vilas-vikhroli/info,817,Quick Bites,830am to 730pm(Mon-Sun),Average,3.0,4.0
Hotel Vihar,350.0,"North Indian,Chinese,South Indian",Mumbai,Dombivali,https://www.zomato.com/mumbai/hotel-vihar-dombivali-west-thane/info,817,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,7.0
Mumbai Foodz,300.0,Fast Food,Mumbai,Chembur,https://www.zomato.com/mumbai/mumbai-foodz-chembur/info,817,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,5.0
Hotel Shakuntala,400.0,Chinese,Mumbai,Andheri,https://www.zomato.com/mumbai/hotel-shakuntala-1-mahakali/info,818,Casual Dining,11am to 12midnight(Mon-Sun),Average,2.9,4.0
Phood Phashion,300.0,Desserts,Mumbai,Kharghar,https://www.zomato.com/mumbai/phood-phashion-kharghar-navi-mumbai/info,818,Dessert Parlor,"10am to 12midnight(Mon-Tue),1130am to 12midnight...",Average,3.4,30.0
Golden Dragon,450.0,Chinese,Mumbai,Nalasopara,https://www.zomato.com/mumbai/golden-dragon-1-nalasopara/info,818,Quick Bites,"12noon to 3pm,6pm to 12midnight(Mon-Sun)",Average,3.1,4.0
Juice Box,200.0,Beverages,Mumbai,Bandra,https://www.zomato.com/mumbai/juice-box-bandra-talao-bandra-west/info,818,Beverage Shop,12noon to 12midnight(Mon-Sun),Average,2.5,20.0
Mom's Kitchen,200.0,North Indian,Mumbai,Thane,https://www.zomato.com/mumbai/moms-kitchen-ghodbunder-road-thane/info,818,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,7.0
Malhar Treats,400.0,"Fast Food,Street Food,South Indian",Mumbai,Dombivali,https://www.zomato.com/mumbai/malhar-treats-dombivali-east-thane/info,818,Quick Bites,8am to 930pm(Mon-Sun),Average,3.2,14.0
Temptations,350.0,"Burger,Ice Cream,Sandwich,Fast Food,Momos,Cafe Food",Mumbai,Kharghar,https://www.zomato.com/mumbai/temptations-kharghar-navi-mumbai/info,818,Quick Bites,1130am to 1130pm(Mon-Sun),Average,3.0,5.0
Lets Mid Sum,300.0,"Chinese,Indian",Mumbai,Kharghar,https://www.zomato.com/mumbai/lets-mid-sum-kharghar-navi-mumbai/info,818,Quick Bites,"11am to 330pm,630pm to 12midnight(Mon-Sun)",Average,3.3,21.0
Hotel  Malvani,600.0,"Malwani,Seafood",Mumbai,Mira Road,https://www.zomato.com/mumbai/hotel-malvani-mira-road/info,818,Quick Bites,"11am to 4pm,7pm to 11pm(Mon-Sun)",Good,3.5,21.0
King Ice Cream,250.0,"Ice Cream,Desserts",Mumbai,Mulund,https://www.zomato.com/mumbai/king-ice-cream-mulund-west/info,818,Dessert Parlor,"Closed(Mon),10am to 12midnight(Tue-Sun)",Average,3.3,14.0
1 Above Pizza House,500.0,"Pizza,Fast Food",Mumbai,Virar,https://www.zomato.com/mumbai/1-above-pizza-house-virar/info,819,Quick Bites,10am to 12midnight(Mon-Sun),Average,3.2,8.0
Jeet Family Restaurant,300.0,"North Indian,Chinese,Seafood",Mumbai,Dombivali,https://www.zomato.com/mumbai/jeet-family-restaurant-dombivali-east-thane/info,819,Casual Dining,"11am to 345pm,630pm to 1130pm(Mon-Sun)",Average,3.0,7.0
Food First Love,350.0,"Fast Food,Beverages",Mumbai,Bhayandar,https://www.zomato.com/mumbai/food-first-love-1-bhayandar/info,819,Quick Bites,10am to 11pm(Mon-Sun),Average,2.9,19.0
Just Taste It,400.0,Chinese,Mumbai,Virar,https://www.zomato.com/mumbai/just-taste-it-virar/info,819,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.3,19.0
Mashkoor's Delhi 6 Zaika,700.0,"Mughlai,North Indian",Mumbai,Andheri,https://www.zomato.com/mumbai/mashkoors-delhi-6-zaika-oshiwara/info,819,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.4,39.0
BonBon Sandwich Center,100.0,Fast Food,Mumbai,Chakala,https://www.zomato.com/mumbai/bonbon-sandwich-center-chakala/info,819,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,7.0
Hotel Al Zaika,350.0,"Chinese,Mughlai",Mumbai,Marol,https://www.zomato.com/mumbai/hotel-al-zaika-marol/info,819,Quick Bites,3pm to 12midnight(Mon-Sun),Average,3.2,7.0
Sip And Snacks,350.0,"Fast Food,Beverages",Mumbai,Malad,https://www.zomato.com/mumbai/sip-and-snacks-malad-west/info,819,Quick Bites,10am to 10pm(Mon-Sun),Average,2.9,4.0
Coastal Lunch Home,700.0,"North Indian,Chinese,Seafood,Mangalorean",Mumbai,Mira Road,https://www.zomato.com/mumbai/coastal-lunch-home-1-mira-road/info,819,Casual Dining,"11am to 4pm,7pm to 1130pm(Mon-Sun)",Average,3.2,16.0
Relax Family Restaurant,500.0,North Indian,Mumbai,Ulhasnagar,https://www.zomato.com/mumbai/relax-family-restaurant-ulhasnagar-thane/info,819,Casual Dining,11am to 12midnight(Mon-Sun),Average,3.3,13.0
Momz,350.0,"North Indian,Chinese",Mumbai,Kandivali,https://www.zomato.com/mumbai/momz-1-kandivali-east/info,819,Quick Bites,10am to 10pm(Mon-Sun),Average,3.0,4.0
Second Home,600.0,"North Indian,Chinese,Street Food",Mumbai,Virar,https://www.zomato.com/mumbai/second-home-virar/info,819,Quick Bites,10am to 11pm(Mon-Sun),Average,3.1,9.0
Samrat Family Restaurant,500.0,"North Indian,Chinese,Seafood",Mumbai,Borivali,https://www.zomato.com/mumbai/samrat-family-restaurant-borivali-west/info,82,Casual Dining,10am to 1am(Mon-Sun),Good,3.5,99.0
Cherry,500.0,"North Indian,Chinese",Mumbai,Thane,https://www.zomato.com/mumbai/cherry-kasarvadavli-thane-west/info,82,Casual Dining,1130am to 1230AM(Mon-Sun),Good,3.6,114.0
Adarsh Restaurant & Bar,600.0,"North Indian,Chinese,Seafood",Mumbai,Kandivali,https://www.zomato.com/mumbai/adarsh-restaurant-bar-kandivali-west/info,82,Casual Dining,11am to 1am(Mon-Sun),Average,3.3,44.0
Hotel Kinara,550.0,"Chinese,North Indian",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/hotel-kinara-cbd-belapur-navi-mumbai/info,82,Casual Dining,10am to 130am(Mon-Sun),Good,3.5,78.0
Krishna Cafe,400.0,"Fast Food,Street Food",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/krishna-cafe-1-ghatkopar-east/info,82,Quick Bites,130pm to 130am(Mon-Sun),Average,3.4,18.0
Aroma Biryani,500.0,"Biryani,Rolls,Kebab,North Indian,Mughlai",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/aroma-biryani-ghatkopar-west/info,82,Quick Bites,"12midnight to 2am,11am to 12midnight(Mon,Fri...",Average,3.2,6.0
Zaika Darbar,500.0,"North Indian,Mughlai",Mumbai,Grant Road,https://www.zomato.com/mumbai/zaika-darbar-grant-road/info,82,Casual Dining,6pm to 2am(Mon-Sun),Good,3.6,109.0
Cake Tree,350.0,"Bakery,Desserts",Mumbai,Andheri,https://www.zomato.com/mumbai/cake-tree-7-bungalows/info,82,Bakery,10am to 1230AM(Mon-Sun),Average,3.3,76.0
Raviraj Restaurant,500.0,"Chinese,North Indian,Mughlai,Seafood",Mumbai,Lower Parel,https://www.zomato.com/mumbai/raviraj-restaurant-lower-parel/info,82,Casual Dining,"1230pm to 4pm,7pm to 1230AM(Mon-Sun)",Good,3.8,61.0
Silver Spoon Pure Veg Restaurant,700.0,"South Indian,Chinese,Mexican,North Indian,Italian",Mumbai,Vile Parle,https://www.zomato.com/mumbai/silver-spoon-pure-veg-restaurant-vile-parle-west/info,82,Casual Dining,10am to 1230AM(Mon-Sun),Good,3.5,257.0
Love And Bites,600.0,"Ice Cream,Bakery,Cafe,Fast Food,Juices,Desserts",Mumbai,Goregaon,https://www.zomato.com/mumbai/love-and-bites-goregaon-west/info,82,Café,8am to 1am(Mon-Sun),Good,3.6,55.0
Rivaaz,1100.0,"North Indian,Mughlai,Awadhi",Mumbai,Mumbai Central,https://www.zomato.com/mumbai/rivaaz-mumbai-central/info,82,Casual Dining,"12noon to 330pm,7pm to 1230AM(Mon-Sun)",Good,3.7,161.0
Being Hungry,750.0,"North Indian,Chinese,Mughlai,Fast Food",Mumbai,Khar,https://www.zomato.com/mumbai/being-hungry-khar/info,82,Casual Dining,"11am to 3pm,7pm to 1230AM(Mon-Sun)",Very Good,4.0,485.0
Grand China,600.0,Chinese,Mumbai,Kalyan,https://www.zomato.com/mumbai/grand-china-kalyan/info,821,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,21.0
Aanchal's,600.0,"Bakery,Desserts",Mumbai,Colaba,https://www.zomato.com/mumbai/aanchals-colaba/info,826,Bakery,930am to 830pm(Mon-Sun),Average,3.1,6.0
Turning Point,600.0,"Chinese,North Indian,Seafood",Mumbai,Santacruz,https://www.zomato.com/mumbai/turning-point-santacruz-east/info,83,Casual Dining,"11am to 330pm,7pm to 1230AM(Mon-Sun)",Average,2.7,115.0
City Star,650.0,"North Indian,Mughlai,Chinese",Mumbai,Goregaon,https://www.zomato.com/mumbai/city-star-goregaon-east/info,83,Casual Dining,9am to 1am(Mon-Sun),Good,3.6,442.0
Hotel Rajkamal,600.0,"North Indian,Chinese,Mughlai,Malwani",Mumbai,Thane,https://www.zomato.com/mumbai/hotel-rajkamal-kasarvadavli-thane-west-thane/info,83,Casual Dining,11am to 1230AM(Mon-Sun),Good,3.6,214.0
Hotel Gokul,400.0,"Chinese,North Indian,South Indian,Fast Food",Mumbai,Girgaum,https://www.zomato.com/mumbai/hotel-gokul-girgaum/info,83,Casual Dining,10am to 1230AM(Mon-Sun),Good,3.6,110.0
The Cake Time,300.0,"Bakery,Desserts",Mumbai,Mira Road,https://www.zomato.com/mumbai/the-cake-time-mira-road/info,83,Bakery,12noon to 1230AM(Mon-Sun),Good,3.7,82.0
