NAME,PRICE,CUISINE_CATEGORY,CITY,REGION,URL,PAGE NO,OUTLET_TYPE,TIMING,REVIEWS,RATING,VOTES
Hitchki,1200.0,"Modern Indian,North Indian,Chinese,Momos,Biryani,Continental,American,Fast Food",Mumbai,Bandra,https://www.zomato.com/mumbai/hitchki-bandra-kurla-complex/info,1,Casual Dining,12noon to 130am(Mon-Sun),Excellent,4.9,3529.0
Baba Falooda,400.0,"Desserts,Ice Cream,Beverages",Mumbai,Mahim,https://www.zomato.com/mumbai/baba-falooda-mahim/info,1,Dessert Parlor,2pm to 1am(Mon-Sun),Very Good,4.4,1723.0
Chin Chin Chu,1800.0,"Asian,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/chin-chin-chu-juhu/info,1,Casual Dining,12noon to 1am(Mon-Sun),Very Good,4.2,337.0
Butterfly High,1000.0,Modern Indian,Mumbai,Bandra,https://www.zomato.com/mumbai/butterfly-high-bandra-kurla-complex/info,1,Bar,12noon to 130am(Mon-Sun),Very Good,4.3,1200.0
BKC  DIVE,1200.0,"North Indian,Chinese,Continental",Mumbai,Bandra,https://www.zomato.com/mumbai/bkc-dive-bandra-kurla-complex/info,1,Bar,1130am to 1am(Mon-Sun),Very Good,4.4,5995.0
Flea Bazaar Café,800.0,"American,Asian,Street Food,North Indian,Lucknowi,Mexican,Chinese,Italian",Mumbai,Lower Parel,https://www.zomato.com/fleabazaarcafe/info,1,Café,12noon to 1am(Mon-Sun),Very Good,4.2,2042.0
Persian Darbar,1300.0,"Biryani,North Indian,Chinese,Mughlai",Mumbai,Marol,https://www.zomato.com/mumbai/persian-darbar-marol/info,1,Casual Dining,10am to 3am(Mon-Sun),Excellent,4.5,3058.0
Tanatan,1500.0,Modern Indian,Mumbai,Juhu,https://www.zomato.com/mumbai/tanatan-juhu/info,1,Casual Dining,12noon to 130am(Mon-Sun),Excellent,4.7,1842.0
Cafe Safar,600.0,"Chinese,North Indian,Biryani",Mumbai,Andheri,https://www.zomato.com/mumbai/cafe-safar-oshiwara/info,1,Casual Dining,11am to 1am(Mon-Sun),Very Good,4.0,2797.0
Plum by Bent Chair,1800.0,Asian,Mumbai,Lower Parel,https://www.zomato.com/mumbai/plum-by-bent-chair-lower-parel/info,1,Casual Dining,12noon to 1am(Mon-Sun),Excellent,4.7,1876.0
Angrezi Dhaba,1500.0,"North Indian,Chinese,Thai,European",Mumbai,Dadar,https://www.zomato.com/mumbai/angrezi-dhaba-1-dadar-west/info,1,Bar,12noon to 1am(Mon-Sun),Excellent,4.5,2092.0
Raasta,1200.0,"Continental,Seafood,Fast Food,Desserts,Italian,Finger Food",Mumbai,Khar,https://www.zomato.com/mumbai/raasta-khar/info,1,Casual Dining,12noon to 1am(Mon-Sun),Very Good,4.0,3191.0
Todi Mill Social,1400.0,"American,North Indian,Chinese,Fast Food,Continental,Asian,Beverages",Mumbai,Lower Parel,https://www.zomato.com/TodiMillSocial/info,1,Bar,"9am to 1am(Mon),9am to 130am(Tue-Sun)",Excellent,4.6,5805.0
Burn - Bar & Kitchen,1100.0,"Continental,Mexican,Italian,Chinese",Mumbai,Bandra,https://www.zomato.com/mumbai/burn-bar-kitchen-bandra-kurla-complex/info,1,Bar,"1130am to 5am(Mon),1130am to 130am(Tue,Wed...",Very Good,4.1,1510.0
145 Bandra,1300.0,"Mexican,American,Desserts,European,Modern Indian",Mumbai,Bandra,https://www.zomato.com/mumbai/145-bandra-pali-hill-bandra-west/info,1,Bar,12noon to 130am(Mon-Sun),Very Good,4.2,1552.0
Cafe Zoe,2000.0,"European,Italian,Burger,Salad,Healthy Food",Mumbai,Lower Parel,https://www.zomato.com/mumbai/cafe-zoe-lower-parel/info,10,Casual Dining,730am to 130am(Mon-Sun),Very Good,4.1,3283.0
Ustaadi,1200.0,"Asian,Biryani,Chinese,North Indian,Mughlai,Middle Eastern",Mumbai,Mumbai Central,https://www.zomato.com/mumbai/ustaadi-cst/info,10,Casual Dining,"12noon to 4pm,7pm to 4am(Mon-Sun)",Very Good,4.3,1088.0
Cafe Maaz,350.0,"Chinese,North Indian,Mughlai,Biryani,Seafood",Mumbai,Bhandup,https://www.zomato.com/mumbai/cafe-maaz-bhandup/info,10,Quick Bites,8am to 1230AM(Mon-Sun),Very Good,4.0,881.0
Carter's Blue,900.0,"North Indian,Lebanese,Fast Food,Chinese",Mumbai,Malad,https://www.zomato.com/mumbai/carters-blue-malad-west/info,10,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.9,898.0
Rajasthan,700.0,"North Indian,Mughlai,Chinese,Fast Food",Mumbai,Khar,https://www.zomato.com/mumbai/rajasthan-khar/info,10,Casual Dining,12noon to 1am(Mon-Sun),Good,3.8,688.0
Harry's Bar + Cafe,1500.0,"Asian,Mexican,American",Mumbai,Powai,https://www.zomato.com/mumbai/harrys-bar-cafe-powai/info,10,Casual Dining,"Closed(Mon),12noon to 130am(Tue-Sun)",Very Good,4.0,1967.0
New Ajwa Family Restaurant,500.0,"North Indian,Chinese,Mughlai,Kebab,Desserts",Mumbai,Marol,https://www.zomato.com/mumbai/new-ajwa-family-restaurant-marol/info,10,Casual Dining,10am to 4am(Mon-Sun),Very Good,4.4,316.0
Singh Saab,1600.0,"North Indian,Asian",Mumbai,Chembur,https://www.zomato.com/mumbai/singh-saab-chembur/info,10,Casual Dining,"12noon to 3pm,7pm to 1230AM(Mon-Sun)",Excellent,4.5,2214.0
Kasbah Grand,1400.0,"North Indian,Mughlai,Chinese,Thai,Seafood",Mumbai,Goregaon,https://www.zomato.com/mumbai/kasbah-grand-goregaon-west/info,10,Casual Dining,"12noon to 130am(Mon-Fri),12noon to 3am(Sat-Sun)",Very Good,4.0,2280.0
Elementaria Bakery Cafe,800.0,"Cafe,Desserts,Sandwich",Mumbai,Lower Parel,https://www.zomato.com/mumbai/elementaria-bakery-cafe-lower-parel/info,10,Café,10am to 130am(Mon-Sun),Very Good,4.1,693.0
Angrezi Patiyalaa,1200.0,"North Indian,Finger Food,American,Mexican,Chinese",Mumbai,Andheri,https://www.zomato.com/mumbai/angrezi-patiyalaa-andheri-lokhandwala/info,10,Casual Dining,12noon to 1230AM(Mon-Sun),Excellent,4.5,271.0
Door No.1,1500.0,"Asian,Italian,North Indian,Finger Food",Mumbai,Bandra,https://www.zomato.com/mumbai/door-no-1-reclamation-bandra-west/info,10,Casual Dining,11am to 1am(Mon-Sun),Very Good,4.4,870.0
Natural Ice Cream,150.0,"Desserts,Ice Cream",Mumbai,Vile Parle,https://www.zomato.com/mumbai/natural-ice-cream-vile-parle-east/info,10,Dessert Parlor,11am to 1am(Mon-Sun),Very Good,4.3,621.0
Punjab Grill,2000.0,"North Indian,Mughlai,Beverages",Mumbai,Lower Parel,https://www.zomato.com/mumbai/punjab-grill-lower-parel/info,10,Casual Dining,12noon to 1am(Mon-Sun),Very Good,4.4,3376.0
Locco Eatery & Bar,1400.0,"North Indian,Continental,Lebanese,Italian",Mumbai,CBD Belapur,https://www.zomato.com/mumbai/locco-eatery-bar-cbd-belapur-navi-mumbai/info,10,Bar,12noon to 130am(Mon-Sun),Very Good,4.3,424.0
Breadkart,400.0,Fast Food,Mumbai,Borivali,https://www.zomato.com/mumbai/breadkart-borivali-west/info,100,Quick Bites,4pm to 230am(Mon-Sun),Good,3.6,38.0
The Lemon Grass,300.0,"North Indian,Chinese",Mumbai,Vasai,https://www.zomato.com/mumbai/the-lemon-grass-2-vasai/info,100,Quick Bites,"12noon to 330pm,430pm to 2am(Mon-Sun)",Average,3.4,33.0
Chote Nawab,550.0,"North Indian,Chinese",Mumbai,Chembur,https://www.zomato.com/mumbai/chote-nawab-chembur/info,100,Casual Dining,"12midnight to 130am,12noon to 12midnight...",Very Good,4.0,264.0
Hari Om Sai,300.0,"Beverages,Fast Food",Mumbai,Thane,https://www.zomato.com/mumbai/hari-om-sai-castle-mill-thane-west/info,100,Quick Bites,11am to 1230AM(Mon-Sun),Average,3.4,8.0
Persian Hub Family Restaurant,450.0,"Chinese,Mughlai,North Indian,Iranian",Mumbai,Malad,https://www.zomato.com/mumbai/persian-hub-family-restaurant-malad-west/info,100,Casual Dining,"12noon to 330pm,7pm to 330am(Mon,Tue,Wed...",Average,3.0,72.0
Magdalena,500.0,"Bakery,Desserts",Mumbai,Parel,https://www.zomato.com/mumbai/magdalena-parel/info,100,Bakery,10am to 1230AM(Mon-Sun),Average,3.4,10.0
United Food Nation,500.0,"Fast Food,Burger,American,Beverages",Mumbai,Thane,https://www.zomato.com/mumbai/united-food-nation-vasant-vihar-thane-west-thane/info,100,Quick Bites,1pm to 1am(Mon-Sun),Very Good,4.1,303.0
Frisbees,600.0,"Fast Food,American,Burger",Mumbai,Andheri,https://www.zomato.com/mumbai/frisbees-andheri-lokhandwala/info,100,Quick Bites,12noon to 12midnight(Mon-Sun),Very Good,4.3,2266.0
Bombay Vintage,1300.0,"North Indian,South Indian,Maharashtrian",Mumbai,Colaba,https://www.zomato.com/mumbai/bombay-vintage-1-colaba/info,100,Casual Dining,12noon to 12midnight(Mon-Sun),Very Good,4.2,437.0
Arya Bhavan,400.0,"South Indian,Fast Food",Mumbai,Nariman Point,https://www.zomato.com/mumbai/arya-bhavan-1-nariman-point/info,100,Casual Dining,7am to 11pm(Mon-Sun),Very Good,4.0,210.0
Chaubara 601,1000.0,North Indian,Mumbai,Thane,https://www.zomato.com/mumbai/chaubara-601-naupada-thane-west/info,100,Casual Dining,530pm to 1130pm(Mon-Sun),Very Good,4.2,892.0
Queen Margherita's Pizzeria,600.0,"Pizza,Fast Food",Mumbai,Malad,https://www.zomato.com/mumbai/queen-margheritas-pizzeria-malad-west/info,101,Quick Bites,"12noon to 11pm(Mon-Thu),12noon to 1130pm(Fri-Sun)",Excellent,4.5,107.0
The Burger Brasserie,650.0,"Cafe,Fast Food,Burger,Beverages",Mumbai,Andheri,https://www.zomato.com/mumbai/the-burger-brasserie-andheri-lokhandwala/info,101,Café,1030am to 12midnight(Mon-Sun),Very Good,4.4,927.0
Spice Republic,1200.0,"Cafe,Continental,Mediterranean,Mexican,Italian,Chinese,Modern Indian,Fast Food",Mumbai,Borivali,https://www.zomato.com/mumbai/spice-republic-borivali-west/info,101,Café,1130am to 1145pm(Mon-Sun),Excellent,4.6,1292.0
Fleur - The Fern Goregaon,1200.0,"Thai,Continental,North Indian",Mumbai,Goregaon,https://www.zomato.com/mumbai/fleur-the-fern-goregaon-goregaon-east/info,101,Casual Dining,7am to 11pm(Mon-Sun),Very Good,4.2,962.0
Cat Café Studio,300.0,"Cafe,Beverages",Mumbai,Andheri,https://www.zomato.com/mumbai/cat-café-studio-1-versova/info,101,Café,10am to 11pm(Mon-Sun),Very Good,4.2,575.0
Thotrin Cafe,650.0,"North Eastern,Chinese",Mumbai,Santacruz,https://www.zomato.com/mumbai/thotrin-cafe-santacruz-east/info,101,Quick Bites,12noon to 11pm(Mon-Sun),Very Good,4.2,227.0
Udipi Vihar,450.0,"North Indian,Chinese,South Indian,Fast Food",Mumbai,Goregaon,https://www.zomato.com/mumbai/udipi-vihar-goregaon-east/info,101,Casual Dining,8am to 12midnight(Mon-Sun),Good,3.8,572.0
B MAD - The Restaurant,1200.0,"North Indian,Italian,Mexican,Lebanese",Mumbai,Mulund,https://www.zomato.com/mumbai/b-mad-the-restaurant-1-mulund-west/info,101,Casual Dining,"12noon to 3pm,6pm to 12midnight(Mon-Sun)",Very Good,4.2,1071.0
Landmark Restaurant Veg Diet,700.0,"North Indian,Chinese,South Indian,Fast Food",Mumbai,Malad,https://www.zomato.com/LandmarkRestaurantVegDiet/info,101,Casual Dining,9am to 1145pm(Mon-Sun),Good,3.9,1067.0
Matka Khichdi,400.0,North Indian,Mumbai,Marol,https://www.zomato.com/mumbai/matka-khichdi-marol/info,101,Quick Bites,"12noon to 1030pm(Mon-Thu),12noon to 11pm(Fri-Sun)",Very Good,4.1,222.0
Aavakay,1000.0,"Andhra,South Indian",Mumbai,Kandivali,https://www.zomato.com/mumbai/aavakay-kandivali-east/info,101,Casual Dining,"1150am to 330pm,630pm to 12midnight...",Very Good,4.3,494.0
Little West Pizza,600.0,Pizza,Mumbai,Borivali,https://www.zomato.com/mumbai/little-west-pizza-borivali-west/info,101,Quick Bites,12noon to 12midnight(Mon-Sun),Excellent,4.6,348.0
Prashant Corner,300.0,"Mithai,Street Food",Mumbai,Thane,https://www.zomato.com/mumbai/prashant-corner-panch-pakhadi-thane-west/info,101,Sweet Shop,9am to 10pm(Mon-Sun),Very Good,4.3,494.0
Viaan,900.0,"North Indian,Chinese",Mumbai,Andheri,https://www.zomato.com/mumbai/viaan-mahakali/info,101,Casual Dining,"7am to 10am,1230pm to 330pm,7pm to 1130pm...",Very Good,4.3,606.0
Deepak,550.0,"South Indian,North Indian,Chinese,Fast Food,Desserts,Beverages,Mithai",Mumbai,Borivali,https://www.zomato.com/mumbai/deepak-borivali-west/info,101,Casual Dining,8am to 12midnight(Mon-Sun),Good,3.9,692.0
Sarvodaya Pure Veg,700.0,"Chinese,South Indian,North Indian,Street Food",Mumbai,Andheri,https://www.zomato.com/mumbai/sarvodaya-pure-veg-near-andheri-east-station/info,102,Casual Dining,9am to 1130pm(Mon-Sun),Good,3.9,814.0
Street Gourmet,600.0,"North Indian,Chinese,Street Food",Mumbai,Borivali,https://www.zomato.com/mumbai/street-gourmet-borivali-west/info,102,Quick Bites,"930am to 1130pm(Mon-Thu),930am to 1152pm...",Good,3.7,866.0
Downtown China,750.0,"Chinese,Thai",Mumbai,Andheri,https://www.zomato.com/mumbai/downtown-china-andheri-lokhandwala/info,102,Casual Dining,12noon to 12midnight(Mon-Sun),Excellent,4.8,162.0
West Coast Grill,700.0,"American,Italian,Burger,Mexican",Mumbai,Airoli,https://www.zomato.com/mumbai/west-coast-grill-airoli-navi-mumbai/info,102,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.1,1764.0
Ray's Cafe & Pizzeria,1400.0,"Italian,Pizza,Fast Food,Beverages",Mumbai,Bandra,https://www.zomato.com/mumbai/rays-cafe-pizzeria-hill-road-bandra-west/info,102,Café,"12noon to 11pm(Mon-Thu),12noon to 1130pm(Fri-Sun)",Very Good,4.1,1960.0
The Yellow Chilli,1300.0,"North Indian,Mughlai",Mumbai,Dadar,https://www.zomato.com/mumbai/the-yellow-chilli-dadar-west/info,102,Casual Dining,"12noon to 330pm,7pm to 11pm(Mon-Sun)",Very Good,4.1,588.0
Wok Express,700.0,"Chinese,Asian,Thai,Beverages",Mumbai,Bandra,https://www.zomato.com/mumbai/wok-express-pali-hill-bandra-west/info,102,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.9,1442.0
Kuai Kitchen,1500.0,"Chinese,Japanese,Thai,Asian,Sushi",Mumbai,Colaba,https://www.zomato.com/mumbai/kuai-kitchen-colaba/info,102,Casual Dining,"12noon to 330pm,7pm to 1115pm(Mon-Sun)",Very Good,4.2,1107.0
Dale's Eden Cake Shop,600.0,"Bakery,Desserts",Mumbai,Andheri,https://www.zomato.com/mumbai/dales-eden-cake-shop-andheri-lokhandwala/info,102,Bakery,9am to 12midnight(Mon-Sun),Very Good,4.1,706.0
La Folie Lab,1400.0,"Cafe,Healthy Food,Desserts,Beverages",Mumbai,Bandra,https://www.zomato.com/mumbai/la-folie-lab-hill-road-bandra-west/info,102,Café,"830am to 11pm(Mon-Fri),830am to 12midnight...",Very Good,4.2,877.0
Kusum Rolls,250.0,"North Indian,Rolls",Mumbai,Mira Road,https://www.zomato.com/mumbai/kusum-rolls-mira-road/info,102,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.1,728.0
Jimmy Boy,800.0,"Parsi,North Indian,Fast Food,Desserts",Mumbai,Fort,https://www.zomato.com/mumbai/jimmy-boy-fort/info,102,Casual Dining,"830am to 11pm(Mon-Sat),11am to 4pm,7pm to 11pm...",Very Good,4.1,1616.0
Ceremonial Kitchen & Co,1000.0,"Seafood,Maharashtrian,North Indian,Chinese",Mumbai,Thane,https://www.zomato.com/mumbai/ceremonial-kitchen-co-ghodbunder-road-thane/info,102,Casual Dining,1130am to 1130pm(Mon-Sun),Excellent,4.6,350.0
Markaz Restaurant,800.0,"North Indian,Chinese,Biryani",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/markaz-restaurant-jogeshwari/info,102,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.8,478.0
Royal Garden,550.0,"Chinese,North Indian,Mughlai",Mumbai,Malad,https://www.zomato.com/mumbai/royal-garden-malad-west/info,102,Casual Dining,"1130am to 3pm,645pm to 1245AM(Mon-Sun)",Average,3.3,33.0
New Mezban Restaurant,500.0,"Chinese,North Indian",Mumbai,Malad,https://www.zomato.com/mumbai/new-mezban-restaurant-malad-west/info,103,Quick Bites,"12noon to 4pm,7pm to 145am(Mon-Sun)",Average,3.3,23.0
Vishwa Lunch Home,250.0,"North Indian,South Indian,Chinese",Mumbai,Vashi,https://www.zomato.com/mumbai/vishwa-lunch-home-vashi-navi-mumbai/info,103,Quick Bites,"11am to 330pm,6pm to 1245AM(Mon-Sun)",Good,3.5,44.0
Agrawal's Juice N Fast Food,300.0,"Fast Food,Juices",Mumbai,Ghatkopar,https://www.zomato.com/mumbai/agrawals-juice-n-fast-food-ghatkopar-east/info,103,Quick Bites,12noon to 1245AM(Mon-Sun),Good,3.7,72.0
Rajyog,800.0,"North Indian,Chinese,Seafood",Mumbai,Bandra,https://www.zomato.com/mumbai/rajyog-bandra-east/info,103,Casual Dining,1130am to 1230AM(Mon-Sun),Good,3.6,83.0
Ruchi,500.0,"North Indian,Seafood,Chinese",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/ruchi-jogeshwari/info,103,Casual Dining,"10am to 3pm,6pm to 1230AM(Mon-Sun)",Average,3.2,6.0
Star Of China,800.0,Chinese,Mumbai,Andheri,https://www.zomato.com/mumbai/star-of-china-7-bungalows/info,103,Casual Dining,"12midnight to 1am,12noon to 12midnight(Mon-Sun)",Good,3.6,155.0
Kababchini,700.0,"North Indian,Seafood,Malwani,Chinese",Mumbai,Borivali,https://www.zomato.com/mumbai/kababchini-borivali-west/info,103,Casual Dining,1130am to 1250AM(Mon-Sun),Good,3.5,265.0
Renault Bar & Restaurant,650.0,"Chinese,North Indian,Thai,Fast Food,Seafood",Mumbai,Byculla,https://www.zomato.com/mumbai/renault-bar-restaurant-byculla/info,103,Casual Dining,11am to 1230AM(Mon-Sun),Good,3.8,145.0
Hotel Amrut Punjab,700.0,"North Indian,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/hotel-amrut-punjab-kalyan/info,103,Casual Dining,1030am to 130am(Mon-Sun),Good,3.5,30.0
Scooper N Shakker,200.0,"Desserts,Ice Cream",Mumbai,Bhayandar,https://www.zomato.com/scoopernshakker/info,103,Dessert Parlor,12noon to 1230AM(Mon-Sun),Average,3.4,32.0
China 65,300.0,"North Indian,Fast Food,South Indian",Mumbai,Malad,https://www.zomato.com/mumbai/china-65-malad-east/info,103,Quick Bites,10am to 3am(Mon-Sun),Average,3.1,4.0
Supreme Chinese,150.0,"Chinese,Fast Food",Mumbai,Sakinaka,https://www.zomato.com/mumbai/supreme-chinese-sakinaka/info,103,Quick Bites,11am to 1am(Mon-Sun),Average,2.7,28.0
The Fiesta,600.0,"American,Italian,Fast Food,Burger",Mumbai,Sakinaka,https://www.zomato.com/mumbai/the-fiesta-sakinaka/info,104,Quick Bites,"11am to 3pm,6pm to 3am(Mon-Fri),11am to 3am...",Very Good,4.0,72.0
Tempting Food,500.0,"North Indian,South Indian,Mughlai,Chinese",Mumbai,Kandivali,https://www.zomato.com/mumbai/tempting-food-kandivali-west/info,104,Casual Dining,12noon to 130am(Mon-Sun),Average,2.5,57.0
Mr Kalam,300.0,"Chinese,Mughlai",Mumbai,Charni Road,https://www.zomato.com/mumbai/mr-kalam-charni-road/info,104,Quick Bites,1pm to 1am(Mon-Sun),Good,3.6,47.0
Appetite - Resto Bar,700.0,"North Indian,Chinese",Mumbai,Powai,https://www.zomato.com/mumbai/appetite-resto-bar-powai/info,104,Casual Dining,"12noon to 4pm,630pm to 130am(Mon-Sun)",Good,3.7,178.0
Oriental Origins,400.0,"Chinese,Thai,Fast Food",Mumbai,Borivali,https://www.zomato.com/mumbai/oriental-origins-borivali-east/info,104,Quick Bites,8pm to 4am(Mon-Sun),Good,3.7,25.0
Sirf 160,650.0,"North Indian,Continental,Italian,Chinese",Mumbai,Goregaon,https://www.zomato.com/mumbai/sirf-160-goregaon-west/info,104,Quick Bites,"1130am to 4pm,630pm to 1am(Mon-Sun)",Good,3.5,18.0
The Good Bowl,500.0,"Asian,Biryani,North Indian",Mumbai,Chandivali,https://www.zomato.com/mumbai/the-good-bowl-chandivali/info,104,Quick Bites,10am to 3am(Mon-Sun),Good,3.7,34.0
Kitchen Table,800.0,"Continental,French,Indian,Malaysian,Mexican,Thai,European,Chinese",Mumbai,Khar,https://www.zomato.com/mumbai/kitchen-table-khar/info,104,Quick Bites,"12noon to 330pm,7pm to 6am(Mon-Sun)",Good,3.6,36.0
51 Rainbow Ice Cream & Shakes,300.0,"Desserts,Ice Cream,Beverages",Mumbai,Byculla,https://www.zomato.com/mumbai/51-rainbow-ice-cream-shakes-byculla/info,104,Dessert Parlor,"12noon to 1am(Mon-Thu),12noon to 2am(Fri-Sun)",Good,3.6,48.0
China Hut,400.0,Chinese,Mumbai,Andheri,https://www.zomato.com/mumbai/china-hut-andheri-lokhandwala/info,104,Quick Bites,"7pm to 4am(Mon-Fri),12noon to 4pm,5pm to 4am...",Good,3.5,165.0
Chilli Dilli,400.0,"Asian,Chinese,North Indian,Street Food,Thai",Mumbai,Goregaon,https://www.zomato.com/mumbai/chilli-dilli-goregaon-east/info,104,Quick Bites,"1145am to 4pm,645pm to 12midnight...",Good,3.9,507.0
Roshan Bakery,250.0,"Bakery,Fast Food",Mumbai,Mohammad Ali Road,https://www.zomato.com/mumbai/roshan-bakery-mohammad-ali-road/info,105,Bakery,8am to 130am(Mon-Sun),Good,3.6,86.0
Shree Prasad Lunch Home,600.0,"North Indian,Chinese,Street Food,Seafood",Mumbai,Chembur,https://www.zomato.com/mumbai/shree-prasad-lunch-home-chembur/info,105,Casual Dining,11am to 1am(Mon-Sun),Good,3.6,31.0
Fudboy,500.0,"Thai,Chinese",Mumbai,Vasai,https://www.zomato.com/mumbai/fudboy-4-vasai/info,105,Casual Dining,"12midnight to 3am,6pm to 12midnight(Mon,Wed...",Average,3.4,109.0
Pink Sugar,500.0,"Bakery,Desserts",Mumbai,Bandra,https://www.zomato.com/mumbai/pink-sugar-carter-road-bandra-west/info,105,Bakery,1030am to 1230AM(Mon-Sun),Good,3.9,259.0
Twisted L.A,400.0,"Sandwich,Healthy Food,Desserts,Beverages",Mumbai,Khar,https://www.zomato.com/mumbai/twisted-l-a-khar/info,105,Quick Bites,"12noon to 130am(Mon-Tue),12noon to 230am(Wed-Sun)",Very Good,4.0,131.0
Cafe Falak,500.0,"Chinese,Biryani,Rolls",Mumbai,Andheri,https://www.zomato.com/mumbai/cafe-falak-near-andheri-east-station/info,105,Quick Bites,1130am to 1am(Mon-Sun),Good,3.5,40.0
The Burger Pit,1200.0,American,Mumbai,Borivali,https://www.zomato.com/mumbai/the-burger-pit-1-borivali-west/info,105,Casual Dining,12noon to 12midnight(Mon-Sun),Very Good,4.4,300.0
Stir Fry Grill,850.0,"Chinese,Thai",Mumbai,Malad,https://www.zomato.com/mumbai/stir-fry-grill-malad-west/info,105,Casual Dining,"11am to 330pm,6pm to 1130pm(Mon-Sun)",Very Good,4.2,1771.0
Tazza,350.0,"Fast Food,Chinese",Mumbai,Mahim,https://www.zomato.com/mumbai/tazza-mahim/info,105,Quick Bites,11am to 1130pm(Mon-Sun),Good,3.9,448.0
Saroj,550.0,"South Indian,North Indian,Chinese,Street Food,Beverages",Mumbai,Chembur,https://www.zomato.com/mumbai/saroj-chembur/info,105,Casual Dining,"Closed(Mon),7am to 1030pm(Tue-Sun)",Very Good,4.1,366.0
Popular,350.0,"Fast Food,Sandwich,Beverages",Mumbai,Lower Parel,https://www.zomato.com/mumbai/popular-lower-parel/info,105,Quick Bites,"9am to 11pm(Mon-Sat),3pm to 11pm(Sun)",Very Good,4.1,661.0
Rolls On Coals,300.0,"Fast Food,Rolls",Mumbai,Vasai,https://www.zomato.com/mumbai/rolls-on-coals-vasai/info,105,Quick Bites,1130am to 11pm(Mon-Sun),Very Good,4.0,631.0
Too Much Drama,600.0,"Fast Food,Roast Chicken,BBQ",Mumbai,Vashi,https://www.zomato.com/mumbai/too-much-drama-vashi-navi-mumbai/info,105,Casual Dining,"5pm to 1130pm(Mon),1pm to 1130pm(Tue-Sun)",Excellent,4.7,136.0
Italy in a Box,750.0,"Italian,Pizza,Continental",Mumbai,Khar,https://www.zomato.com/mumbai/italy-in-a-box-khar/info,105,Casual Dining,"12noon to 1130pm(Mon-Fri),12noon to 1230AM...",Very Good,4.1,563.0
Cafe Monza,1000.0,"Italian,American,Salad,Mexican",Mumbai,Kharghar,https://www.zomato.com/mumbai/cafe-monza-kharghar-navi-mumbai/info,106,Casual Dining,"10am to 11pm(Mon),8am to 11pm(Tue-Sun)",Excellent,4.5,3389.0
DP's The Fast Food Centre,1000.0,"Chinese,Fast Food,South Indian,Street Food,North Indian",Mumbai,Matunga,https://www.zomato.com/mumbai/dps-the-fast-food-centre-matunga-east/info,106,Casual Dining,8am to 1130pm(Mon-Sun),Good,3.9,2300.0
Shobhaa Only Veg,800.0,"Chinese,North Indian",Mumbai,Parel,https://www.zomato.com/mumbai/shobhaa-only-veg-parel/info,106,Casual Dining,"1130am to 4pm,7pm to 12midnight(Mon-Sun)",Good,3.9,445.0
Kathi Kabab Roll,250.0,"Fast Food,Rolls",Mumbai,Lower Parel,https://www.zomato.com/mumbai/kathi-kabab-roll-lower-parel/info,106,Quick Bites,11am to 930pm(Mon-Sun),Very Good,4.1,1274.0
Cakes & Rolls,250.0,"Desserts,Bakery",Mumbai,Marol,https://www.zomato.com/mumbai/cakes-rolls-marol/info,106,Dessert Parlor,6am to 10pm(Mon-Sun),Very Good,4.0,449.0
MM Mithaiwala,300.0,"Mithai,Street Food",Mumbai,Malad,https://www.zomato.com/mumbai/mm-mithaiwala-malad-west/info,106,Sweet Shop,6am to 12midnight(Mon-Sun),Good,3.9,604.0
Casa De Cafe,500.0,"Cafe,Fast Food",Mumbai,Worli,https://www.zomato.com/mumbai/casa-de-cafe-worli/info,106,Café,930am to 12midnight(Mon-Sun),Good,3.7,79.0
PEFE,850.0,"Cafe,Italian,Mexican,Continental,Beverages,Fast Food",Mumbai,Andheri,https://www.zomato.com/mumbai/pefe-andheri-lokhandwala/info,106,Café,12noon to 12midnight(Mon-Sun),Very Good,4.3,446.0
Taco Bell,550.0,"Mexican,American",Mumbai,Goregaon,https://www.zomato.com/mumbai/taco-bell-goregaon-east/info,106,Food Court,11am to 11pm(Mon-Sun),Good,3.7,1559.0
The Budapest Bakehouse,350.0,"Desserts,Fast Food",Mumbai,Khar,https://www.zomato.com/mumbai/the-budapest-bakehouse-khar/info,106,Dessert Parlor,12noon to 12midnight(Mon-Sun),Very Good,4.1,1012.0
King's Shawarma,250.0,Fast Food,Mumbai,Mohammad Ali Road,https://www.zomato.com/mumbai/kings-shawarma-mohammad-ali-road/info,106,Quick Bites,"Closed(Mon),4pm to 12midnight(Tue-Sun)",Very Good,4.0,462.0
Mystery Box,550.0,"Chinese,Thai",Mumbai,Malad,https://www.zomato.com/mumbai/mystery-box-malad-west/info,106,Casual Dining,"12noon to 12midnight(Mon-Fri),12noon to 1am...",Very Good,4.2,636.0
